RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO,DEFASAGEM_T1,IAN_T1,INDE_T1,IDA_T1,IEG_T1,PEDRA_T1,FASE_T1,DEFASADO_T1,PIOROU_DEFASAGEM,RISCO_DEFASAGEM,QUEDA_INDE
RA-1030,2023,1.0,1C,11.0,Masculino,2023,0,Pública,Pública,Ametista,7.4027,5.0,6.9,9.7,8.5,3.77,6.875,8.39,6.2,7.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.7401916040000005,8.0,8.28320802,Ametista,2.0,0,0,0,0.0
RA-522,2023,1.0,1C,10.0,Masculino,2021,2,Pública,Pública,Ametista,7.890533333,5.0,8.3,9.2,7.5,7.52,7.083333333,8.45,8.3,8.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.6777119048,9.0,9.523809524,Topázio,2.0,0,0,0,0.0
RA-501,2023,1.0,1C,10.0,Masculino,2021,2,Pública,Pública,Topázio,8.1357,5.0,8.9,8.4,7.0,7.52,8.541666667,9.396666667,9.2,8.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.2779474937,8.75,7.9949874685,Topázio,2.0,0,0,0,0.0
RA-527,2023,1.0,1C,10.0,Feminino,2022,1,Pública,Pública,Ametista,7.5682,5.0,6.5,9.1,9.0,7.52,7.5,7.78,5.7,7.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.1403666666,6.0,10.0,Topázio,2.0,0,0,0,0.0
RA-1031,2023,1.0,1D,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.0602,5.0,5.9,8.8,8.0,7.52,6.666666667,7.006666667,4.8,7.0,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.8757227273,6.25,8.6363636365,Ágata,1.0,1,0,1,1.0
RA-1032,2023,1.0,1D,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.434033333,5.0,6.0,9.5,8.5,7.52,7.291666667,7.563333333,5.7,6.2,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,8.01645,8.0,9.75,Topázio,1.0,1,0,1,0.0
RA-1034,2023,1.0,1D,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.9642,5.0,8.3,9.0,7.5,7.52,8.333333333,8.393333333,7.8,8.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.0333666666,7.5,8.0833333335,Topázio,2.0,0,0,0,0.0
RA-1035,2023,1.0,1D,9.0,Masculino,2023,0,Pública,Pública,Ágata,6.888833333,10.0,5.8,8.3,,7.52,7.708333333,7.78,4.0,7.5,,1.0,0,Em fase,0,,3.0,False,1,-1,5.0,7.833495454500001,7.0,9.0227272725,Ametista,1.0,1,1,1,0.0
RA-730,2023,1.0,1F,10.0,Feminino,2021,2,Privada,Privada/Bolsa,Ametista,7.979325,5.0,7.8,8.7,10.0,5.02,9.53125,8.67,7.8,7.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.469255555700002,9.5,7.152777778,Topázio,2.0,0,0,0,0.0
RA-855,2023,1.0,1F,9.0,Feminino,2022,1,Pública,Pública,Topázio,8.62995,10.0,6.8,10.0,9.5,7.52,8.4375,8.67,5.2,8.3,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,8.578533333400001,8.5,10.0,Topázio,2.0,0,0,0,1.0
RA-820,2023,1.0,1F,10.0,Masculino,2022,1,Pública,Pública,Ametista,7.85605,5.0,8.9,7.4,7.9,7.52,9.0625,8.28,9.2,8.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.426572549100001,6.25,6.573529412,Ametista,2.0,0,0,0,1.0
RA-738,2023,1.0,1F,9.0,Feminino,2022,1,Pública,Pública,Topázio,8.123283333,10.0,6.0,9.3,8.0,7.52,8.4375,8.336666667,4.2,7.8,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,7.2626980238000005,7.25,7.292490119,Ametista,1.0,1,1,1,1.0
RA-1036,2023,1.0,1F,11.0,Feminino,2023,0,Pública,Pública,Ágata,6.970583333,5.0,8.0,9.6,,3.77,9.0625,8.336666667,9.0,7.0,,2.0,-1,Moderada,1,,3.0,False,1,0,10.0,8.2841303831,7.0,9.0890269155,Topázio,2.0,0,0,0,0.0
RA-576,2023,1.0,1F,11.0,Feminino,2022,1,Pública,Pública,Ametista,7.984741667,5.0,8.0,9.3,9.0,5.02,9.21875,8.503333333,6.5,9.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.93195,9.25,10.0,Topázio,2.0,0,0,0,0.0
RA-1038,2023,1.0,1F,10.0,Feminino,2023,0,Privada,Privada/Bolsa,Ametista,7.736825,5.0,6.5,9.3,8.0,7.52,8.90625,8.17,7.5,5.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.9646385965,8.5,7.5438596495,Ametista,2.0,0,0,0,0.0
RA-1039,2023,1.0,1F,12.0,Masculino,2023,0,Pública,Pública,Ametista,7.686033333,5.0,6.2,9.9,8.0,7.52,8.125,8.056666667,6.0,6.3,,3.0,-2,Moderada,1,,3.0,False,0,-1,5.0,7.549644444400001,7.25,9.722222222,Ametista,2.0,1,0,1,1.0
RA-1040,2023,1.0,1F,11.0,Masculino,2023,0,Pública,Pública,Ametista,7.81545,5.0,6.6,9.3,10.0,7.52,7.8125,8.06,5.8,7.3,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,7.764199999900001,8.25,8.5416666665,Ametista,2.0,1,0,1,1.0
RA-733,2023,1.0,1G,9.0,Feminino,2022,1,Pública,Pública,Topázio,8.3342,10.0,6.2,8.7,10.0,7.52,8.333333333,8.893333333,4.3,8.0,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,8.808825,9.25,10.0,Topázio,1.0,1,1,1,0.0
RA-837,2023,1.0,1G,9.0,Masculino,2022,1,Pública,Pública,Topázio,8.2712,10.0,7.0,9.3,9.0,7.52,7.916666667,7.836666667,6.3,7.7,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,7.9648467391,6.75,9.782608695499999,Ametista,2.0,0,0,0,1.0
RA-521,2023,1.0,1G,10.0,Masculino,2022,1,Pública,Pública,Ágata,6.768666667,5.0,7.9,9.9,,3.77,7.083333333,8.166666667,7.0,8.7,,2.0,-1,Moderada,1,,3.0,False,1,0,10.0,7.4798428571999995,6.25,9.0357142855,Ametista,2.0,0,0,0,0.0
RA-713,2023,1.0,1G,10.0,Masculino,2021,2,Pública,Pública,Ametista,7.408033333,5.0,7.5,9.6,8.0,3.77,6.875,8.166666667,6.7,8.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.467500983400001,6.75,7.525879916999999,Ametista,2.0,0,0,0,0.0
RA-1043,2023,1.0,1G,10.0,Masculino,2023,0,Pública,Pública,Ágata,6.5447,5.0,2.5,7.9,10.0,6.27,7.708333333,7.833333333,2.0,3.0,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,7.539847562500002,8.25,7.994071146,Ametista,1.0,1,0,1,0.0
RA-716,2023,1.0,1G,10.0,Masculino,2022,1,Pública,Pública,Ágata,6.813366667,5.0,5.6,8.7,9.0,3.77,6.875,7.443333333,5.0,6.2,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.2372943675000005,5.75,5.5335968375,Ágata,1.0,1,0,1,1.0
RA-1044,2023,1.0,1G,10.0,Feminino,2023,0,Pública,Pública,Ametista,7.629533333,5.0,6.1,9.7,8.0,7.52,7.5,8.336666667,4.5,7.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.966711904800001,7.0,9.523809524,Ametista,2.0,0,0,0,0.0
RA-745,2023,1.0,1G,10.0,Masculino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.668366667,5.0,7.0,9.3,9.5,3.77,8.125,8.893333333,5.7,8.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.6102,8.5,10.0,Topázio,2.0,0,0,0,0.0
RA-718,2023,1.0,1G,9.0,Feminino,2022,1,Pública,Pública,Topázio,8.166866667,10.0,7.8,9.1,9.5,3.77,7.916666667,8.39,6.3,9.2,,1.0,0,Em fase,0,,3.0,False,0,1,10.0,8.705811111100001,9.5,9.5138888885,Topázio,2.0,0,0,0,0.0
RA-721,2023,1.0,1G,9.0,Feminino,2021,2,Pública,Pública,Topázio,8.683366667,10.0,8.4,9.5,8.5,7.52,8.125,8.443333333,7.5,9.3,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,8.8986026915,8.25,9.544513457499999,Topázio,2.0,0,0,0,0.0
RA-746,2023,1.0,1G,9.0,Masculino,2022,1,Pública,Pública,Ágata,6.517166667,10.0,7.2,8.0,,3.77,6.875,7.113333333,6.0,8.3,,1.0,0,Em fase,0,,3.0,False,1,0,10.0,7.903311111100001,8.0,7.4305555555,Ametista,2.0,0,0,0,0.0
RA-483,2023,1.0,1H,12.0,Feminino,2019,4,Pública,Pública,Ágata,6.3972,5.0,5.6,6.0,9.0,2.52,7.916666667,8.166666667,5.0,6.2,,3.0,-2,Moderada,1,,3.0,False,0,-1,5.0,6.578604762,5.25,5.6428571430000005,Ágata,2.0,1,0,1,0.0
RA-570,2023,1.0,1H,11.0,Feminino,2019,4,Pública,Pública,Ágata,6.781033333,5.0,5.9,7.3,8.5,3.77,8.125,8.056666667,5.7,6.0,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.8133640787,6.75,8.0020703935,Ágata,2.0,1,0,1,0.0
RA-1048,2023,1.0,1H,10.0,Feminino,2023,0,Privada,Privada/Bolsa,Ametista,7.811366667,5.0,8.2,9.5,8.5,3.77,8.541666667,8.5,7.5,8.8,,2.0,-1,Moderada,1,,3.0,False,0,1,10.0,7.5198666666000005,6.25,6.833333333500001,Ametista,2.0,0,0,0,1.0
RA-1049,2023,1.0,1H,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.443366667,5.0,6.3,7.7,10.0,7.52,8.125,7.943333333,5.5,7.0,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.821885606,4.5,8.03030303,Ágata,1.0,1,0,1,1.0
RA-707,2023,1.0,1H,11.0,Feminino,2020,3,Pública,Pública,Ágata,6.518,5.0,6.5,9.8,,3.77,7.916666667,7.946666667,5.5,7.5,,2.0,-1,Moderada,1,,3.0,False,1,-1,5.0,6.4975618421000005,6.5,7.7236842105,Ágata,2.0,1,0,1,1.0
RA-1052,2023,1.0,1H,9.0,Masculino,2023,0,Pública,Pública,Ágata,6.960333333,10.0,5.3,9.0,,7.52,7.916666667,7.833333333,5.0,5.5,,1.0,0,Em fase,0,,3.0,False,1,-1,5.0,7.744032575800001,8.25,9.128787879,Ametista,1.0,1,1,1,0.0
RA-580,2023,1.0,1H,11.0,Feminino,2020,3,Pública,Pública,Topázio,8.4712,5.0,9.0,9.8,8.5,7.52,8.75,8.67,8.7,9.3,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,7.9281521222,9.25,8.871635610999999,Ametista,2.0,1,0,1,1.0
RA-581,2023,1.0,1H,11.0,Masculino,2019,4,Pública,Pública,Ametista,7.7167,5.0,7.9,9.8,8.0,7.52,6.458333333,7.393333333,7.0,8.8,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,7.0833015528,8.75,8.198757764,Ametista,2.0,1,0,1,1.0
RA-735,2023,1.0,1J,11.0,Feminino,2021,2,Pública,Pública,Ametista,7.184,5.0,8.1,9.0,,7.52,8.333333333,8.393333333,7.7,8.5,,2.0,-1,Moderada,1,,3.0,False,1,-1,5.0,7.7888467391,8.0,9.782608695499999,Ametista,2.0,1,0,1,0.0
RA-710,2023,1.0,1J,11.0,Masculino,2020,3,Pública,Pública,Ametista,7.0582,5.0,6.5,9.0,9.5,3.77,7.083333333,7.113333333,5.7,7.3,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,7.0366241342,6.75,8.170995671,Ametista,2.0,1,0,1,1.0
RA-712,2023,1.0,1J,12.0,Masculino,2019,4,Pública,Pública,Ágata,6.331533333,5.0,6.7,5.6,9.5,3.14,7.5,6.836666667,5.5,7.8,,3.0,-2,Moderada,1,,3.0,False,0,-1,5.0,6.2236373706000006,6.75,5.983436853,Ágata,2.0,1,0,1,1.0
RA-549,2023,1.0,1J,11.0,Masculino,2021,2,Pública,Pública,Ametista,7.0297,5.0,6.4,8.1,9.5,5.02,6.875,7.5,5.5,7.2,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.5398187888,5.75,7.204968943999999,Ágata,2.0,1,0,1,1.0
RA-571,2023,1.0,1J,12.0,Feminino,2019,4,Privada,Privada/Bolsa,Ágata,6.6097,5.0,5.0,7.9,9.0,3.77,7.291666667,7.616666667,3.8,6.2,,3.0,-2,Moderada,1,,3.0,False,0,-1,5.0,6.2964554347999995,5.25,8.695652174,Ágata,2.0,1,0,1,1.0
RA-714,2023,1.0,1J,12.0,Masculino,2019,4,Pública,Pública,Ágata,6.078666667,5.0,7.4,8.0,,3.14,7.5,7.223333333,6.7,8.0,,3.0,-2,Moderada,1,,3.0,False,1,-1,5.0,5.4653662008,4.0,6.873706004,Quartzo,2.0,1,0,1,1.0
RA-737,2023,1.0,1J,9.0,Feminino,2022,1,Pública,Pública,Topázio,8.048033333,10.0,7.5,7.8,9.5,7.52,7.291666667,7.783333333,7.0,8.0,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,8.4695488613,9.25,8.6542443065,Topázio,2.0,0,0,0,0.0
RA-577,2023,1.0,1J,11.0,Feminino,2022,1,Pública,Pública,Ametista,7.219366667,5.0,7.4,8.2,10.0,3.77,6.875,7.673333333,6.5,8.3,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.629159109700001,8.0,5.7660455485,Ágata,2.0,1,0,1,1.0
RA-731,2023,1.0,1J,11.0,Feminino,2019,4,Pública,Pública,Ágata,6.7742,5.0,6.8,7.6,8.5,3.14,7.5,7.45,6.2,7.3,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,4.7704873377000006,2.5,4.188311688500001,Quartzo,2.0,1,0,1,1.0
RA-1054,2023,1.0,1J,12.0,Masculino,2023,0,Pública,Pública,Ametista,7.459533333,5.0,6.6,8.6,8.5,7.52,7.5,7.836666667,5.0,8.2,,3.0,-2,Moderada,1,,3.0,False,0,-1,5.0,6.985788509300001,6.25,7.3291925465,Ágata,2.0,1,0,1,1.0
RA-1055,2023,1.0,1J,11.0,Masculino,2023,0,Pública,Pública,Quartzo,5.9765,5.0,5.5,7.2,,7.52,7.291666667,7.276666667,6.0,5.0,,2.0,-1,Moderada,1,,3.0,False,1,-2,5.0,6.403040909100001,5.5,5.7954545455,Ágata,1.0,1,1,1,0.0
RA-597,2023,1.0,1K,10.0,Masculino,2022,1,Pública,Pública,Topázio,8.49045,5.0,8.5,9.6,10.0,7.52,9.0625,8.56,7.8,9.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.843291097300001,6.0,9.3271221535,Ametista,2.0,0,0,0,1.0
RA-624,2023,1.0,1K,11.0,Masculino,2022,1,Pública,Pública,Topázio,8.270825,5.0,8.6,9.2,9.0,7.52,8.90625,8.39,8.3,8.8,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.229425672900001,4.0,8.219461698,Ametista,2.0,0,0,0,1.0
RA-776,2023,1.0,1K,10.0,Feminino,2022,1,Privada - Programa de Apadrinhamento,Privada/Bolsa,Quartzo,5.567916667,5.0,3.5,7.0,,7.52,7.8125,7.223333333,4.2,2.7,,2.0,-1,Moderada,1,,3.0,False,1,-1,5.0,5.178509523800001,0.0,5.9523809525,Quartzo,1.0,1,0,1,1.0
RA-600,2023,1.0,1K,10.0,Feminino,2021,2,Pública,Pública,Ametista,7.651658333,5.0,7.2,8.4,8.5,7.52,8.28125,8.056666667,6.5,7.8,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.847373913,7.5,8.010869565,Ametista,2.0,0,0,0,0.0
RA-1056,2023,1.0,1K,9.0,Masculino,2023,0,Pública,Pública,Topázio,8.551741667,10.0,8.1,9.6,8.5,7.52,7.96875,8.113333333,7.8,8.3,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,8.192009523800001,8.25,9.2857142855,Topázio,1.0,1,1,1,1.0
RA-601,2023,1.0,1K,9.0,Masculino,2021,2,Pública,Pública,Topázio,8.955783333,10.0,8.7,10.0,9.0,7.52,9.0625,8.336666667,8.0,9.3,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,8.5107,8.75,10.0,Topázio,1.0,1,1,1,1.0
RA-762,2023,1.0,1K,13.0,Masculino,2022,1,Pública,Pública,Ametista,7.09945,5.0,5.8,9.1,10.0,3.14,7.8125,7.67,6.2,5.3,,3.0,-2,Moderada,1,,3.0,False,0,-2,5.0,5.9677326087,3.75,6.4239130435,Quartzo,2.0,1,0,1,1.0
RA-778,2023,1.0,1K,10.0,Feminino,2021,2,Pública,Pública,Ametista,7.926825,5.0,8.2,7.9,8.5,7.52,8.90625,8.62,7.3,9.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.0754139589,7.0,8.1235697945,Topázio,2.0,0,0,0,0.0
RA-628,2023,1.0,1K,12.0,Masculino,2022,1,Pública,Pública,Topázio,8.370325,5.0,9.4,8.9,9.5,7.52,8.28125,8.45,9.0,9.7,,3.0,-2,Moderada,1,,3.0,False,0,-1,5.0,8.2366166666,9.0,10.0,Topázio,2.0,1,0,1,1.0
RA-606,2023,1.0,1K,10.0,Masculino,2022,1,Pública,Pública,Ametista,7.402491667,5.0,6.0,8.5,8.5,7.52,7.65625,8.223333333,4.7,7.2,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,6.645260606100001,3.25,7.6136363634999995,Ágata,2.0,0,0,0,1.0
RA-607,2023,1.0,1K,11.0,Masculino,2022,1,Pública,Pública,Ametista,7.333075,5.0,6.8,7.5,8.0,7.52,7.96875,8.17,4.8,8.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.6486021739000005,7.0,7.4782608695,Ametista,2.0,0,0,0,0.0
RA-608,2023,1.0,1K,10.0,Masculino,2022,1,Pública,Pública,Ametista,7.401741667,5.0,6.2,7.5,10.0,7.52,7.96875,8.113333333,6.0,6.3,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,5.778986231800001,4.25,3.054347826,Quartzo,2.0,0,0,0,1.0
RA-788,2023,1.0,1K,9.0,Masculino,2021,2,Pública,Pública,Ametista,7.806091667,10.0,6.9,9.8,7.9,2.52,7.65625,8.283333333,6.0,7.8,,1.0,0,Em fase,0,,3.0,False,0,0,10.0,7.9221068268,5.75,9.519450801,Ametista,2.0,0,0,0,0.0
RA-784,2023,1.0,1L,10.0,Feminino,2022,1,Pública,Pública,Topázio,8.171366667,5.0,7.3,9.5,10.0,7.52,8.125,8.783333333,6.5,8.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.8857454545,8.75,9.7727272725,Topázio,2.0,0,0,0,0.0
RA-785,2023,1.0,1L,10.0,Feminino,2022,1,Pública,Pública,Topázio,8.137866667,5.0,8.8,8.5,9.0,7.52,7.916666667,8.67,8.2,9.4,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,9.1548666666,9.0,10.0,Topázio,2.0,0,0,0,0.0
RA-587,2023,1.0,1L,11.0,Masculino,2022,1,Pública,Pública,Ágata,6.032033333,5.0,2.7,7.0,8.5,7.52,6.458333333,6.72,2.2,3.2,,2.0,-1,Moderada,1,,3.0,False,0,-2,5.0,6.817057142900001,6.25,7.380952381,Ágata,1.0,1,1,1,0.0
RA-790,2023,1.0,1L,12.0,Masculino,2022,1,Pública,Pública,Ágata,6.707666667,5.0,7.4,8.1,,7.52,7.083333333,8.286666667,7.2,7.5,,3.0,-2,Moderada,1,,3.0,False,1,-1,5.0,6.8089355072,6.75,6.811594203,Ágata,2.0,1,0,1,0.0
RA-663,2023,1.0,1L,11.0,Masculino,2022,1,Pública,Pública,Ágata,6.969133333,5.0,7.0,7.4,6.9,7.52,6.666666667,7.393333333,6.7,7.3,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,6.696419461700001,6.5,7.0910973085,Ágata,2.0,1,0,1,1.0
RA-664,2023,1.0,1L,11.0,Feminino,2022,1,Pública,Pública,Topázio,8.0872,5.0,8.0,9.6,9.0,7.52,7.916666667,8.116666667,8.0,8.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,7.5017244089,5.75,6.7734553775,Ametista,2.0,0,0,0,1.0
RA-761,2023,1.0,1L,10.0,Masculino,2022,1,Pública,Pública,Topázio,8.219533333,5.0,8.4,9.7,9.0,7.52,8.333333333,8.12,8.7,8.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.174593939300001,7.25,8.8636363635,Topázio,2.0,0,0,0,1.0
RA-1057,2023,1.0,1L,9.0,Feminino,2023,0,Pública,Pública,Topázio,8.4827,10.0,6.3,10.0,10.0,7.52,8.125,8.34,6.5,6.0,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,8.2352,8.0,10.0,Topázio,1.0,1,1,1,1.0
RA-629,2023,1.0,1L,10.0,Feminino,2022,1,Pública,Pública,Topázio,8.013866667,5.0,7.5,9.4,10.0,7.52,7.916666667,7.95,7.0,8.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.061295238200001,6.0,9.523809524,Topázio,2.0,0,0,0,0.0
RA-832,2023,1.0,1L,10.0,Masculino,2022,1,Pública,Pública,Topázio,8.2697,5.0,8.5,9.5,10.0,7.52,7.708333333,8.283333333,9.2,7.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.2403304348,8.0,8.695652174,Topázio,2.0,0,0,0,1.0
RA-594,2023,1.0,1L,11.0,Masculino,2022,1,Pública,Pública,Ágata,6.702033333,5.0,5.8,7.1,8.5,6.27,6.875,7.336666667,6.2,5.3,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,6.890966666600001,7.0,5.75,Ágata,2.0,0,0,0,0.0
RA-767,2023,1.0,1L,11.0,Masculino,2021,2,Pública,Pública,Ametista,7.3807,5.0,6.3,8.3,10.0,7.52,7.291666667,7.446666667,6.5,6.0,,2.0,-1,Moderada,1,,3.0,False,0,-2,5.0,8.131890476200002,8.25,9.0476190475,Topázio,1.0,1,1,1,0.0
RA-1058,2023,1.0,1L,9.0,Feminino,2023,0,Pública,Pública,Ametista,7.356533333,10.0,5.4,8.7,10.0,3.14,7.083333333,7.62,4.0,6.7,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,7.703347619,7.75,8.095238095,Ametista,1.0,1,1,1,0.0
RA-747,2023,1.0,1L,11.0,Feminino,2022,1,Pública,Pública,Ágata,6.026366667,5.0,3.1,8.0,10.0,3.14,6.041666667,6.94,1.2,5.0,,2.0,-1,Moderada,1,,3.0,False,0,-2,5.0,5.8450809523,2.25,8.095238095,Quartzo,1.0,1,1,1,1.0
RA-827,2023,1.0,1M,11.0,Feminino,2022,1,Pública,Pública,Ametista,7.419925,5.0,8.1,8.1,7.9,3.14,8.28125,8.73,7.7,8.5,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.2483467391,7.25,9.782608695499999,Topázio,2.0,0,0,0,0.0
RA-1059,2023,1.0,1M,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.763741667,5.0,7.6,9.8,10.0,2.52,7.96875,8.673333333,6.2,9.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.678450000000002,7.5,10.0,Topázio,2.0,0,0,0,0.0
RA-612,2023,1.0,1M,11.0,Feminino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.410783333,5.0,9.7,9.7,9.0,3.77,9.0625,9.286666667,9.3,10.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,9.134040909100001,9.75,9.5454545455,Topázio,2.0,0,0,0,0.0
RA-1060,2023,1.0,1M,10.0,Masculino,2023,0,Pública,Pública,Ametista,7.095741667,5.0,5.7,8.6,9.0,3.14,7.96875,8.673333333,4.3,7.0,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,6.448416666600001,3.25,6.0,Ágata,2.0,0,0,0,1.0
RA-665,2023,1.0,1M,11.0,Feminino,2022,1,Pública,Pública,Ágata,6.185658333,5.0,5.2,4.9,9.5,2.52,8.28125,8.226666667,5.0,5.3,,2.0,-1,Moderada,1,,3.0,False,0,-1,5.0,5.698703030200001,4.75,5.068181818,Quartzo,2.0,1,0,1,1.0
RA-829,2023,1.0,1M,9.0,Feminino,2022,1,Pública,Pública,Topázio,8.532075,10.0,8.4,9.4,9.0,3.14,9.21875,9.23,7.5,9.2,,1.0,0,Em fase,0,,3.0,False,0,1,10.0,9.171825000000002,8.0,9.75,Topázio,2.0,0,0,0,0.0
RA-1061,2023,1.0,1M,10.0,Masculino,2023,0,Pública,Pública,Topázio,8.196533333,5.0,9.3,9.7,9.5,3.14,8.75,8.836666667,8.8,9.7,,2.0,-1,Moderada,1,,3.0,False,0,0,10.0,8.76595,8.5,10.0,Topázio,2.0,0,0,0,0.0
RA-1062,2023,1.0,1M,9.0,Masculino,2023,0,Pública,Pública,Ametista,7.448841667,10.0,6.2,7.7,7.4,3.77,8.59375,8.503333333,4.8,7.5,,1.0,0,Em fase,0,,3.0,False,0,-1,5.0,7.6147238096,7.25,9.047619048,Ametista,1.0,1,1,1,0.0
