RA,ANO,FASE,TURMA,IDADE,GENERO,ANO_INGRESSO,ANOS_NA_PM,INSTITUICAO,INSTITUICAO_GRUPO,PEDRA,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,MAT,POR,ING,FASE_IDEAL,DEFASAGEM,CLASSE_DEFASAGEM,EM_DEFASAGEM,PONTO_VIRADA,N_AVALIACOES,SEM_AVALIACAO,IAA_ZERADO,DEFASAGEM_T1,IAN_T1,INDE_T1,IDA_T1,IEG_T1,PEDRA_T1,FASE_T1,DEFASADO_T1,PIOROU_DEFASAGEM,RISCO_DEFASAGEM,QUEDA_INDE
RA-464,2023,3.0,3K,14.0,Feminino,2022,1,Pública,Pública,Ágata,6.081675,5.0,3.0,7.7,9.2,2.52,7.96875,7.38,4.8,3.7,0.5,4.0,-1,Moderada,1,,4.0,False,0,-1,5.0,6.872009064333334,4.333333333333333,7.851461988333334,Ágata,3.0,1,0,1,0.0
RA-442,2023,3.0,3K,12.0,Feminino,2022,1,Pública,Pública,Ágata,6.814166667,10.0,5.8,7.6,,7.52,7.5,8.1275,6.7,6.5,4.3,3.0,0,Em fase,0,,4.0,False,1,1,10.0,6.905439215666667,5.0,5.9151960783333335,Ágata,4.0,0,0,0,0.0
RA-467,2023,3.0,3K,14.0,Feminino,2022,1,Pública,Pública,Ágata,6.552916667,5.0,5.2,9.2,6.3,3.14,7.1875,7.5425,6.0,6.0,3.7,4.0,-1,Moderada,1,,4.0,False,0,0,10.0,7.7298118421333335,6.833333333333333,9.140350877333333,Ametista,4.0,0,0,0,0.0
RA-1162,2023,3.0,3K,13.0,Feminino,2023,0,Pública,Pública,Ametista,7.44215,10.0,6.0,8.5,8.3,3.77,7.8125,7.7525,7.3,5.5,5.2,3.0,0,Em fase,0,,4.0,False,0,0,10.0,7.473167836266667,5.666666666666667,9.135672514666666,Ametista,4.0,0,0,0,0.0
RA-470,2023,3.0,3K,14.0,Feminino,2019,4,Pública,Pública,Ágata,6.993766667,5.0,4.9,9.2,8.8,5.0,7.5,7.71,6.0,4.3,4.5,4.0,-1,Moderada,1,,4.0,False,0,0,10.0,6.981130848,3.3333333333333335,8.011695906666667,Ágata,4.0,0,0,0,1.0
RA-474,2023,3.0,3K,14.0,Masculino,2019,4,Pública,Pública,Quartzo,5.283583333,5.0,3.3,7.8,,5.0,7.1875,6.7575,4.8,3.8,1.2,4.0,-1,Moderada,1,,4.0,False,1,-1,5.0,6.024753703733333,3.0,5.818518518666667,Ágata,3.0,1,0,1,0.0
RA-476,2023,3.0,3K,13.0,Feminino,2019,4,Pública,Pública,Ágata,6.492408333,10.0,4.1,7.0,7.9,2.52,7.34375,7.505,5.0,4.5,2.7,3.0,0,Em fase,0,,4.0,False,0,0,10.0,6.7359982456,4.5,6.5964912280000005,Ágata,3.0,0,0,0,0.0
RA-411,2023,3.0,3L,13.0,Feminino,2019,4,Privada,Privada/Bolsa,Ametista,7.779983333,10.0,6.6,9.0,6.2,7.52,7.8125,7.5425,5.7,6.7,7.3,3.0,0,Em fase,0,,4.0,False,0,0,10.0,7.279762962966667,4.833333333333333,9.148148147999999,Ametista,4.0,0,0,0,1.0
RA-412,2023,3.0,3L,13.0,Feminino,2018,5,Pública,Pública,Ametista,7.373891667,10.0,6.2,8.9,8.8,2.52,7.03125,7.585,5.8,5.2,7.7,3.0,0,Em fase,0,,4.0,False,0,0,10.0,8.044378070166667,7.333333333333333,8.456140351,Topázio,4.0,0,0,0,0.0
RA-414,2023,3.0,3L,13.0,Feminino,2021,2,Pública,Pública,Ametista,7.25025,10.0,6.5,9.5,,7.52,7.8125,7.585,6.0,7.0,6.5,3.0,0,Em fase,0,,4.0,False,1,0,10.0,7.187625925933334,6.0,8.429629629666666,Ametista,3.0,0,0,0,1.0
RA-1163,2023,3.0,3L,14.0,Masculino,2023,0,Pública,Pública,Ametista,7.749391667,5.0,7.2,9.3,8.8,7.52,7.65625,7.75,7.0,6.7,8.0,4.0,-1,Moderada,1,,4.0,False,0,0,10.0,8.6794789474,7.833333333333333,9.824561403666666,Topázio,4.0,0,0,0,0.0
RA-273,2023,3.0,3L,14.0,Feminino,2018,5,Pública,Pública,Ágata,6.337116667,5.0,5.0,7.4,7.9,2.52,7.8125,7.6275,5.3,6.8,3.0,4.0,-1,Moderada,1,,4.0,False,0,-1,5.0,6.5991307798,4.5,7.323153899,Ágata,4.0,1,0,1,0.0
RA-471,2023,3.0,3L,13.0,Feminino,2020,3,Pública,Pública,Ágata,6.855541667,10.0,5.0,9.0,,6.27,7.96875,8.125,6.3,4.0,4.8,3.0,0,Em fase,0,,4.0,False,1,0,10.0,6.635847117766667,5.5,7.027568922333333,Ágata,4.0,0,0,0,1.0
RA-416,2023,3.0,3L,13.0,Masculino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.144425,10.0,7.6,9.8,9.2,2.52,8.28125,8.3375,7.0,7.0,8.8,3.0,0,Em fase,0,,4.0,False,0,1,10.0,8.700808577033333,8.0,8.972709551666666,Topázio,4.0,0,0,0,0.0
RA-417,2023,3.0,3L,13.0,Feminino,2022,1,Pública,Pública,Topázio,8.257658333,10.0,7.8,9.7,5.4,7.52,8.28125,8.2125,6.7,8.3,8.3,3.0,0,Em fase,0,,4.0,False,0,0,10.0,8.533628557533333,8.833333333333334,8.401559454333333,Topázio,4.0,0,0,0,0.0
RA-305,2023,3.0,3L,15.0,Masculino,2019,4,Pública,Pública,Ágata,6.394291667,5.0,5.2,8.9,,7.52,7.65625,7.75,5.2,4.8,5.7,5.0,-2,Moderada,1,,4.0,False,1,-1,5.0,6.693026811600001,4.833333333333333,7.898550724666666,Ágata,4.0,1,0,1,0.0
RA-418,2023,3.0,3L,11.0,Feminino,2020,3,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.1686,10.0,8.1,10.0,8.8,2.52,8.125,8.045,6.7,8.3,9.3,2.0,1,Em fase,0,,4.0,False,0,1,10.0,9.125183333366667,9.333333333333334,10.0,Topázio,4.0,0,0,0,0.0
RA-419,2023,3.0,3L,13.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.7261,10.0,7.6,9.5,6.7,2.52,8.125,7.875,7.0,7.3,8.5,3.0,0,Em fase,0,,4.0,False,0,1,10.0,8.355707894766669,8.166666666666666,9.382456140666667,Topázio,4.0,0,0,0,0.0
RA-421,2023,3.0,3L,12.0,Masculino,2021,2,Pública,Pública,Topázio,8.030716667,10.0,7.3,9.9,9.2,2.52,7.8125,8.17,8.0,6.2,7.8,3.0,0,Em fase,0,,4.0,False,0,1,10.0,8.488232329,6.666666666666667,9.540744978333334,Topázio,4.0,0,0,0,0.0
RA-407,2023,3.0,3L,14.0,Masculino,2022,1,Pública,Pública,Ametista,7.665083333,5.0,7.3,8.6,9.6,7.52,7.8125,7.5,7.3,7.2,7.3,4.0,-1,Moderada,1,,4.0,False,0,0,10.0,7.0875128168,3.6666666666666665,7.614522417333333,Ametista,4.0,0,0,0,1.0
RA-425,2023,3.0,3L,13.0,Masculino,2022,1,Pública,Pública,Topázio,8.10555,10.0,7.5,9.9,9.2,2.52,7.8125,8.3775,6.7,7.3,8.5,3.0,0,Em fase,0,,4.0,False,0,0,10.0,9.016616666700001,9.0,10.0,Topázio,4.0,0,0,0,0.0
RA-426,2023,3.0,3M,14.0,Feminino,2022,1,Pública,Pública,Ágata,6.329158333,5.0,5.0,7.6,5.4,5.0,7.65625,7.5425,4.7,5.2,5.0,4.0,-1,Moderada,1,,4.0,False,0,-1,5.0,6.6430030186,4.833333333333333,7.9050567596666665,Ágata,4.0,1,0,1,0.0
RA-1165,2023,3.0,3M,12.0,Feminino,2023,0,Pública,Pública,Ametista,7.880716667,10.0,7.3,9.1,9.2,5.0,7.1875,7.2925,7.0,6.0,9.0,3.0,0,Em fase,0,,4.0,False,0,0,10.0,7.908044272466667,8.0,6.829721362333333,Ametista,3.0,0,0,0,0.0
RA-432,2023,3.0,3M,15.0,Feminino,2019,4,Pública,Pública,Ágata,6.850183333,5.0,5.2,9.0,8.8,2.52,7.8125,8.0425,5.0,6.3,4.2,5.0,-2,Moderada,1,,4.0,False,0,-1,5.0,7.167975,5.5,10.0,Ametista,4.0,1,0,1,0.0
RA-303,2023,3.0,3M,15.0,Masculino,2019,4,Pública,Pública,Quartzo,5.914291667,5.0,5.1,7.3,,7.52,7.65625,7.05,5.7,5.2,4.5,5.0,-2,Moderada,1,,4.0,False,1,-2,5.0,6.2443426900666665,5.666666666666667,3.9520467836666664,Ágata,4.0,1,0,1,0.0
RA-420,2023,3.0,3M,12.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.356358333,10.0,5.3,9.3,8.3,2.52,7.65625,7.96,5.7,5.8,4.3,3.0,0,Em fase,0,,4.0,False,0,1,10.0,7.544228947400001,4.0,9.557894737,Ametista,4.0,0,0,0,0.0
RA-1166,2023,3.0,3M,15.0,Feminino,2023,0,Pública,Pública,Ametista,7.307858333,5.0,4.8,9.6,8.3,7.52,7.65625,7.9175,5.3,2.8,6.2,5.0,-2,Moderada,1,,4.0,False,0,-1,5.0,7.452799122766667,6.333333333333333,8.498245614,Ametista,4.0,1,0,1,0.0
RA-424,2023,3.0,3M,13.0,Feminino,2022,1,Pública,Pública,Ametista,7.72685,10.0,6.4,9.9,8.8,2.52,7.8125,7.7925,5.0,6.7,7.5,3.0,0,Em fase,0,,4.0,False,0,0,10.0,7.341187280733334,3.3333333333333335,9.616228070333333,Ametista,4.0,0,0,0,1.0
RA-398,2023,3.0,3N,11.0,Feminino,2022,1,Pública,Pública,Ametista,7.153766667,10.0,6.5,8.1,6.7,2.52,7.5,7.7925,9.3,5.8,4.5,2.0,1,Em fase,0,,4.0,False,0,0,10.0,7.2457999999666685,8.0,5.733333333333333,Ametista,3.0,0,1,1,0.0
RA-428,2023,3.0,3N,13.0,Masculino,2022,1,Pública,Pública,Ametista,7.821816667,10.0,7.2,9.5,8.3,2.52,7.8125,8.0425,9.3,4.7,7.7,3.0,0,Em fase,0,,4.0,False,0,0,10.0,7.534949122800001,5.0,8.898245614,Ametista,4.0,0,0,0,1.0
RA-315,2023,3.0,3N,14.0,Feminino,2022,1,Pública,Pública,Quartzo,5.977708333,5.0,6.3,6.8,,5.0,7.96875,7.8375,5.7,6.8,6.3,4.0,-1,Moderada,1,,4.0,False,1,-1,5.0,6.0768703704,6.833333333333333,5.918518518666667,Ágata,4.0,1,0,1,0.0
RA-402,2023,3.0,3N,13.0,Feminino,2019,4,Pública,Pública,Ágata,6.632716667,10.0,4.2,7.3,9.2,2.52,7.8125,6.88,4.7,4.0,4.0,3.0,0,Em fase,0,,4.0,False,0,0,10.0,5.683064814833333,4.166666666666667,3.074074074,Quartzo,4.0,0,0,0,1.0
RA-1168,2023,3.0,3N,13.0,Feminino,2023,0,Pública,Pública,Quartzo,5.886625,10.0,3.5,8.8,,2.52,7.65625,7.045,5.0,2.0,3.5,3.0,0,Em fase,0,,4.0,False,1,-1,5.0,6.864053921600001,5.666666666666667,7.682352941333334,Ágata,3.0,1,1,1,0.0
RA-613,2023,3.0,3N,14.0,Masculino,2020,3,Pública,Pública,Ágata,6.864508333,5.0,4.8,9.4,9.2,5.0,6.71875,7.2125,4.3,6.2,3.8,4.0,-1,Moderada,1,,4.0,False,0,-1,5.0,7.4019,7.333333333333333,9.566666666666666,Ametista,3.0,1,0,1,0.0
RA-304,2023,3.0,3N,15.0,Masculino,2020,3,Pública,Pública,Ágata,6.241583333,5.0,5.7,8.8,,5.0,7.8125,7.835,7.0,3.7,6.3,5.0,-2,Moderada,1,,4.0,False,1,-3,2.5,6.852411484600001,7.166666666666667,7.826890756333333,Ágata,3.0,1,1,1,0.0
RA-457,2023,3.0,3N,13.0,Feminino,2022,1,Pública,Pública,Topázio,8.256833333,10.0,8.1,8.6,7.5,7.52,8.125,8.045,6.7,8.5,9.0,3.0,0,Em fase,0,,4.0,False,0,1,10.0,8.5892756038,8.666666666666666,8.743961352333335,Topázio,4.0,0,0,0,0.0
RA-283,2023,3.0,3N,15.0,Masculino,2020,3,Pública,Pública,Ametista,7.549025,5.0,6.8,9.5,8.3,7.52,7.03125,7.5025,6.8,4.8,8.8,5.0,-2,Moderada,1,,4.0,False,0,-2,5.0,7.9444309524,8.0,9.761904762,Ametista,4.0,1,0,1,0.0
RA-459,2023,3.0,3N,13.0,Masculino,2019,4,Pública,Pública,Topázio,8.240016667,10.0,8.3,9.3,6.7,7.52,7.1875,7.88,8.3,9.2,7.5,3.0,0,Em fase,0,,4.0,False,0,0,10.0,7.233804589400001,4.666666666666667,8.454106280333333,Ametista,4.0,0,0,0,1.0
RA-454,2023,3.0,3P,15.0,Masculino,2018,5,Pública,Pública,Quartzo,4.603416667,5.0,2.6,7.5,,5.0,4.6875,5.54,4.2,1.2,2.5,5.0,-2,Moderada,1,,4.0,False,1,-2,5.0,5.8522943469666675,3.6666666666666665,6.633138401666667,Quartzo,4.0,1,0,1,0.0
RA-444,2023,3.0,3P,11.0,Masculino,2018,5,Pública,Pública,Quartzo,5.958791667,10.0,4.7,7.9,,5.0,6.40625,6.4575,4.7,5.8,3.7,2.0,1,Em fase,0,,4.0,False,1,-1,5.0,5.410188638266668,3.6666666666666665,6.377276524666667,Quartzo,3.0,1,1,1,1.0
RA-170,2023,3.0,3P,15.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.062433333,5.0,7.2,8.9,8.8,2.52,6.875,7.6725,6.3,8.7,6.5,5.0,-2,Moderada,1,,4.0,False,0,-1,5.0,7.646383333300001,8.0,8.5,Ametista,4.0,1,0,1,0.0
RA-1169,2023,3.0,3P,14.0,Feminino,2023,0,Pública,Pública,Ametista,7.213625,5.0,6.3,9.5,7.5,5.0,7.03125,8.0025,6.8,7.3,4.8,4.0,-1,Moderada,1,,4.0,False,0,-1,5.0,6.885305555533334,6.833333333333333,8.444444444333334,Ágata,4.0,1,0,1,1.0
RA-458,2023,3.0,3P,14.0,Masculino,2019,4,Pública,Pública,Ágata,6.312083333,5.0,3.8,6.9,9.6,7.52,7.1875,6.2475,4.3,4.8,2.2,4.0,-1,Moderada,1,,4.0,False,0,-1,5.0,5.680161507933333,4.0,3.7396825396666666,Quartzo,3.0,1,0,1,1.0
RA-1170,2023,3.0,3P,14.0,Masculino,2023,0,Pública,Pública,Ágata,6.874683333,5.0,5.9,7.7,8.8,7.52,7.1875,6.5775,6.0,6.8,4.8,4.0,-1,Moderada,1,,4.0,False,0,-2,5.0,6.095440873,3.5,5.565079365,Ágata,3.0,1,1,1,1.0
RA-1171,2023,3.0,3P,14.0,Masculino,2023,0,Pública,Pública,Ametista,7.856033333,5.0,8.7,8.4,7.9,5.0,8.75,8.88,7.3,9.0,9.7,4.0,-1,Moderada,1,,4.0,False,0,-1,5.0,7.6236817459,7.5,7.230158729999999,Ametista,4.0,1,0,1,1.0
RA-176,2023,4.0,4A,14.0,Feminino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.316833333,10.0,8.0,9.5,9.6,2.52,8.125,9.0025,7.3,7.3,9.3,4.0,0,Em fase,0,,4.0,False,0,1,10.0,8.828632575733334,8.833333333333334,9.545454545333333,Topázio,5.0,0,0,0,0.0
RA-178,2023,4.0,4A,14.0,Feminino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.406658333,10.0,5.9,8.7,7.9,2.52,7.65625,8.42,6.3,5.8,5.5,4.0,0,Em fase,0,,4.0,False,0,0,10.0,7.234168831200001,4.166666666666667,8.739177489333334,Ametista,5.0,0,0,0,1.0
RA-193,2023,4.0,4A,13.0,Masculino,2016,7,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.718566667,10.0,6.5,9.4,8.3,2.52,8.125,8.17,6.0,6.3,7.3,3.0,1,Em fase,0,,4.0,False,0,1,10.0,8.465046969666668,7.0,9.848484848333333,Topázio,5.0,0,0,0,0.0
RA-1172,2023,4.0,4A,16.0,Feminino,2023,0,Pública,Pública,Ametista,7.030108333,5.0,6.7,7.8,8.3,2.52,8.59375,8.46,6.0,5.7,8.3,6.0,-2,Moderada,1,,4.0,False,0,-1,5.0,5.719565079333334,3.3333333333333335,6.0634920633333325,Quartzo,5.0,1,0,1,1.0
RA-180,2023,4.0,4A,13.0,Masculino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.283216667,10.0,8.0,9.4,9.2,2.52,8.4375,8.92,8.3,7.3,8.5,3.0,1,Em fase,0,,4.0,False,0,2,10.0,8.801463636333335,8.5,9.431818181666666,Topázio,5.0,0,0,0,0.0
RA-181,2023,4.0,4A,14.0,Feminino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.671208333,10.0,6.8,8.3,9.6,2.52,7.96875,8.2525,8.3,6.5,5.5,4.0,0,Em fase,0,,4.0,False,0,0,10.0,7.439841414133334,4.333333333333333,8.737373737333334,Ametista,5.0,0,0,0,1.0
RA-195,2023,4.0,4A,14.0,Feminino,2017,6,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.60205,10.0,6.0,9.2,7.1,2.52,8.4375,8.79,6.3,6.2,5.5,4.0,0,Em fase,0,,4.0,False,0,1,10.0,8.4690496032,7.833333333333333,9.682539682666667,Topázio,5.0,0,0,0,0.0
RA-196,2023,4.0,4A,13.0,Masculino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.560991667,10.0,6.2,9.0,7.9,2.52,8.28125,8.2125,7.0,6.0,5.7,3.0,1,Em fase,0,,4.0,False,0,1,10.0,8.823550937933334,8.0,9.689754689666666,Topázio,5.0,0,0,0,0.0
RA-211,2023,4.0,4A,14.0,Masculino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.024791667,10.0,7.1,9.4,9.6,2.52,7.65625,8.71,7.7,8.0,5.7,4.0,0,Em fase,0,,4.0,False,0,0,10.0,8.283601875933334,7.0,9.379509379666667,Topázio,5.0,0,0,0,0.0
RA-197,2023,4.0,4A,13.0,Feminino,2021,2,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.967608333,10.0,7.2,9.8,8.3,2.52,7.96875,8.46,7.0,7.3,7.2,3.0,1,Em fase,0,,4.0,False,0,0,10.0,8.568238636333334,8.333333333333334,9.848484848333333,Topázio,5.0,0,1,1,0.0
RA-229,2023,4.0,4A,13.0,Masculino,2022,1,Privada - Programa de Apadrinhamento,Privada/Bolsa,Topázio,8.207591667,10.0,7.8,9.8,9.2,2.52,8.28125,8.42,8.0,8.2,7.3,3.0,1,Em fase,0,,4.0,False,0,1,10.0,8.852545634933334,8.833333333333334,9.841269841333334,Topázio,5.0,0,0,0,0.0
RA-186,2023,4.0,4A,14.0,Feminino,2019,4,Privada,Privada/Bolsa,Ametista,7.817541667,10.0,6.9,9.7,7.5,2.52,7.96875,8.46,6.8,7.0,7.0,4.0,0,Em fase,0,,4.0,False,0,1,10.0,8.325963636333334,7.166666666666667,9.640151515,Topázio,5.0,0,0,0,0.0
RA-189,2023,4.0,4A,14.0,Masculino,2018,5,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.727325,10.0,6.5,9.4,7.9,2.52,8.28125,8.3775,6.3,6.5,6.7,4.0,0,Em fase,0,,4.0,False,0,0,10.0,8.586533333333334,8.166666666666666,10.0,Topázio,5.0,0,0,0,0.0
RA-191,2023,4.0,4A,14.0,Masculino,2019,4,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.263666667,10.0,7.8,9.7,,2.52,8.125,8.4625,8.7,7.0,7.8,4.0,0,Em fase,0,,4.0,False,1,2,10.0,7.7887,6.3999999999999995,9.571,Ametista,7.0,0,0,0,0.0
RA-1173,2023,4.0,4A,14.0,Masculino,2023,0,Pública,Pública,Ametista,7.67285,10.0,6.0,9.7,8.8,2.52,7.8125,8.1225,7.0,5.0,6.0,4.0,0,Em fase,0,,4.0,False,0,0,10.0,8.220132915666667,5.833333333333333,9.665831245,Topázio,5.0,0,0,0,0.0
RA-217,2023,4.0,4B,15.0,Feminino,2021,2,Pública,Pública,Ágata,6.96965,5.0,5.6,8.6,8.3,2.52,8.4375,8.5025,6.7,5.3,4.8,5.0,-1,Moderada,1,,4.0,False,0,-1,5.0,7.4209164502,7.833333333333333,8.917748917666666,Ametista,5.0,1,0,1,0.0
RA-1174,2023,4.0,4B,15.0,Feminino,2023,0,Pública,Pública,Ametista,7.333591667,5.0,6.8,8.7,9.2,2.52,8.90625,8.3375,6.5,7.2,6.8,5.0,-1,Moderada,1,,4.0,False,0,0,10.0,7.374213419866667,5.0,8.349567099333333,Ametista,5.0,0,0,0,0.0
RA-192,2023,4.0,4B,16.0,Masculino,2021,2,Privada,Privada/Bolsa,Ágata,6.616016667,5.0,6.5,6.2,8.8,5.0,7.1875,7.3775,6.0,5.8,7.8,6.0,-2,Moderada,1,,4.0,False,0,-2,5.0,6.882960606066668,7.166666666666667,6.363636363666667,Ágata,5.0,1,0,1,0.0
RA-184,2023,4.0,4B,13.0,Masculino,2019,4,Pública,Pública,Topázio,8.430241667,10.0,7.1,9.5,7.9,7.52,8.59375,8.5025,7.3,6.3,7.8,3.0,1,Em fase,0,,4.0,False,0,1,10.0,8.471456704266666,8.166666666666666,8.696741854666667,Topázio,5.0,0,0,0,0.0
RA-204,2023,4.0,4B,14.0,Feminino,2019,4,Pública,Pública,Ametista,7.557558333,10.0,7.1,7.9,8.8,2.52,8.28125,8.045,4.7,8.0,8.5,4.0,0,Em fase,0,,4.0,False,0,0,10.0,7.838218894866668,7.5,6.827094474333333,Ametista,4.0,0,0,0,0.0
RA-1176,2023,4.0,4B,13.0,Masculino,2023,0,Pública,Pública,Topázio,8.881483333,10.0,8.2,9.3,8.3,7.52,9.6875,9.17,8.0,7.8,8.7,3.0,1,Em fase,0,,4.0,False,0,1,10.0,8.914816269866666,9.166666666666666,9.682539682666667,Topázio,5.0,0,0,0,0.0
RA-1177,2023,4.0,4B,14.0,Feminino,2023,0,Pública,Pública,Topázio,8.345491667,10.0,7.2,9.9,10.0,2.52,8.90625,8.88,7.0,6.7,8.0,4.0,0,Em fase,0,,4.0,False,0,0,10.0,8.3233039474,7.333333333333333,9.824561403666666,Topázio,5.0,0,0,0,1.0
RA-215,2023,4.0,4C,14.0,Feminino,2021,2,Pública,Pública,Ametista,7.166475,10.0,6.9,6.6,8.8,2.52,7.96875,7.7125,5.7,6.7,8.3,4.0,0,Em fase,0,,4.0,False,0,0,10.0,7.045258874400002,5.666666666666667,6.455627705333334,Ametista,5.0,0,0,0,1.0
RA-1178,2023,4.0,4C,16.0,Masculino,2023,0,Pública,Pública,Ametista,7.066475,5.0,5.7,9.3,8.8,2.52,7.96875,8.2125,6.3,4.5,6.3,6.0,-2,Moderada,1,,4.0,False,0,-1,5.0,8.0934746032,8.333333333333334,9.682539682666667,Topázio,5.0,1,0,1,0.0
RA-149,2023,4.0,4C,16.0,Feminino,2022,1,Pública,Pública,Quartzo,5.622266667,5.0,4.7,4.2,8.8,2.52,7.5,7.2925,5.7,3.5,5.0,6.0,-2,Moderada,1,,4.0,False,0,-2,5.0,5.7316173854,3.8333333333333335,4.104378593666667,Quartzo,5.0,1,0,1,0.0
RA-220,2023,4.0,4C,14.0,Feminino,2022,1,Pública,Pública,Ametista,7.102016667,10.0,6.1,7.6,8.8,2.52,7.1875,7.5475,6.3,5.8,6.3,4.0,0,Em fase,0,,4.0,False,0,0,10.0,7.6987770562666675,6.833333333333333,8.198051948,Ametista,5.0,0,0,0,0.0
RA-202,2023,4.0,4C,15.0,Feminino,2017,6,Pública,Pública,Ágata,6.791641667,5.0,5.9,7.9,8.8,2.52,7.96875,8.005,6.3,4.8,6.7,5.0,-1,Moderada,1,,4.0,False,0,-1,5.0,7.3512154762,7.5,7.880952381,Ametista,5.0,1,0,1,0.0
RA-1181,2023,4.0,4C,14.0,Feminino,2023,0,Pública,Pública,Ágata,6.971266667,10.0,4.8,8.3,8.8,2.52,7.5,7.3375,5.7,4.3,4.5,4.0,0,Em fase,0,,4.0,False,0,0,10.0,6.2015816738666665,3.8333333333333335,5.036075036,Ágata,5.0,0,0,0,1.0
RA-237,2023,4.0,4F,15.0,Feminino,2022,1,Privada - Programa de Apadrinhamento,Privada/Bolsa,Ametista,7.436566667,5.0,6.7,9.5,8.3,2.52,8.125,8.96,7.7,7.0,5.5,5.0,-1,Moderada,1,,4.0,False,0,-1,5.0,7.931384271366667,7.666666666666667,9.689754689666666,Ametista,5.0,1,0,1,0.0
RA-147,2023,4.0,4F,15.0,Feminino,2022,1,Pública,Pública,Quartzo,5.5425,5.0,4.5,7.0,,5.63,6.875,7.46,5.0,6.0,2.5,5.0,-1,Moderada,1,,4.0,False,1,-1,5.0,7.400477922133334,6.166666666666667,9.277056277,Ametista,5.0,1,0,1,0.0
